location,date,vaccine,total_vaccinations,daily_vaccinations,iso3code
Czechia,2021-10-01,Oxford/AstraZeneca,886452,32,CZE
Czechia,2021-10-01,Pfizer/BioNTech,9816469,11026,CZE
Czechia,2021-10-01,Sinovac,138,1,CZE
Denmark,2021-10-01,Johnson&Johnson,46081,21,DNK
Denmark,2021-10-01,Moderna,1129829,8334,DNK
Denmark,2021-10-01,Oxford/AstraZeneca,155297,29,DNK
Denmark,2021-10-01,Pfizer/BioNTech,6941895,24116,DNK
Ecuador,2021-10-01,CanSino,375677,3435,ECU
Ecuador,2021-10-01,Oxford/AstraZeneca,2229203,5142,ECU
Ecuador,2021-10-01,Pfizer/BioNTech,6139929,38742,ECU
Ecuador,2021-10-01,Sinovac,12231730,32416,ECU
Estonia,2021-10-01,Johnson&Johnson,51701,1954,EST
Estonia,2021-10-01,Moderna,147141,3213,EST
Estonia,2021-10-01,Oxford/AstraZeneca,238721,14,EST
Estonia,2021-10-01,Pfizer/BioNTech,1008537,11964,EST
Finland,2021-10-01,Moderna,950403,39982,FIN
Finland,2021-10-01,Oxford/AstraZeneca,553530,45,FIN
Finland,2021-10-01,Pfizer/BioNTech,6210705,118776,FIN
France,2021-10-01,Johnson&Johnson,1072425,467,FRA
France,2021-10-01,Moderna,10546279,62636,FRA
France,2021-10-01,Oxford/AstraZeneca,7829099,191,FRA
France,2021-10-01,Pfizer/BioNTech,76486754,159227,FRA
Germany,2021-10-01,Johnson&Johnson,3302005,6418,DEU
Germany,2021-10-01,Moderna,9672403,3025,DEU
Germany,2021-10-01,Oxford/AstraZeneca,12766492,218,DEU
Germany,2021-10-01,Pfizer/BioNTech,84232876,117348,DEU
Hong Kong,2021-10-01,Pfizer/BioNTech,5540383,12347,HKG
Hong Kong,2021-10-01,Sinovac,3152211,3247,HKG
Hungary,2021-10-01,Johnson&Johnson,185598,6902,HUN
Hungary,2021-10-01,Moderna,729722,7525,HUN
Hungary,2021-10-01,Oxford/AstraZeneca,1246988,305,HUN
Hungary,2021-10-01,Pfizer/BioNTech,6024938,106209,HUN
Hungary,2021-10-01,Sinopharm/Beijing,2124653,6764,HUN
Hungary,2021-10-01,Sputnik V,1805956,864,HUN
Ireland,2021-10-01,Johnson&Johnson,236307,371,IRL
Ireland,2021-10-01,Moderna,570830,230,IRL
Ireland,2021-10-01,Oxford/AstraZeneca,1190257,61,IRL
Ireland,2021-10-01,Pfizer/BioNTech,5252319,46756,IRL
Italy,2021-10-01,Johnson&Johnson,1485951,539,ITA
Italy,2021-10-01,Moderna,10758176,32815,ITA
Italy,2021-10-01,Oxford/AstraZeneca,12158892,498,ITA
Italy,2021-10-01,Pfizer/BioNTech,60778522,143007,ITA
Japan,2021-10-01,Moderna,27986109,207059,JPN
Japan,2021-10-01,Oxford/AstraZeneca,55649,358,JPN
Japan,2021-10-01,Pfizer/BioNTech,142882714,875761,JPN
Latvia,2021-10-01,Johnson&Johnson,137265,3064,LVA
Latvia,2021-10-01,Moderna,246975,530,LVA
Latvia,2021-10-01,Oxford/AstraZeneca,261150,4,LVA
Latvia,2021-10-01,Pfizer/BioNTech,1000789,5205,LVA
Liechtenstein,2021-10-01,Moderna,32275,158,LIE
Liechtenstein,2021-10-01,Pfizer/BioNTech,13334,10,LIE
Lithuania,2021-10-01,Johnson&Johnson,198187,7823,LTU
Lithuania,2021-10-01,Moderna,265428,3023,LTU
Lithuania,2021-10-01,Oxford/AstraZeneca,533574,295,LTU
Lithuania,2021-10-01,Pfizer/BioNTech,2230870,30164,LTU
Luxembourg,2021-10-01,Johnson&Johnson,37216,332,LUX
Luxembourg,2021-10-01,Moderna,69841,27,LUX
Luxembourg,2021-10-01,Oxford/AstraZeneca,105120,12,LUX
Luxembourg,2021-10-01,Pfizer/BioNTech,514494,6887,LUX
Malta,2021-10-01,Johnson&Johnson,30812,122,MLT
Malta,2021-10-01,Moderna,43012,8,MLT
Malta,2021-10-01,Oxford/AstraZeneca,227576,32,MLT
Malta,2021-10-01,Pfizer/BioNTech,516193,11355,MLT
Netherlands,2021-10-01,Johnson&Johnson,719597,5431,NLD
Netherlands,2021-10-01,Moderna,1905084,1666,NLD
Netherlands,2021-10-01,Oxford/AstraZeneca,2473108,95,NLD
Netherlands,2021-10-01,Pfizer/BioNTech,16322901,70389,NLD
Norway,2021-10-01,Johnson&Johnson,6640,23,NOR
Norway,2021-10-01,Moderna,1540968,31111,NOR
Norway,2021-10-01,Oxford/AstraZeneca,147388,44,NOR
Norway,2021-10-01,Pfizer/BioNTech,6192778,57881,NOR
Peru,2021-10-01,Oxford/AstraZeneca,1176446,12955,PER
Peru,2021-10-01,Pfizer/BioNTech,15773304,89805,PER
Peru,2021-10-01,Sinopharm/Beijing,11300320,188394,PER
Poland,2021-10-01,Johnson&Johnson,2001237,38909,POL
Poland,2021-10-01,Moderna,3036533,2409,POL
Poland,2021-10-01,Oxford/AstraZeneca,5283874,815,POL
Poland,2021-10-01,Pfizer/BioNTech,25697377,319788,POL
Portugal,2021-10-01,Johnson&Johnson,1131851,1603,PRT
Portugal,2021-10-01,Moderna,1956045,34484,PRT
Portugal,2021-10-01,Oxford/AstraZeneca,2254215,3038,PRT
Portugal,2021-10-01,Pfizer/BioNTech,9853623,25520,PRT
Portugal,2021-10-01,Sinopharm/Beijing,2841,60,PRT
Portugal,2021-10-01,Sinovac,5496,80,PRT
Romania,2021-10-01,Johnson&Johnson,796578,14264,ROU
Romania,2021-10-01,Moderna,741546,2043,ROU
Romania,2021-10-01,Oxford/AstraZeneca,848157,52,ROU
Romania,2021-10-01,Pfizer/BioNTech,7909195,45477,ROU
Slovakia,2021-10-01,Johnson&Johnson,86880,5001,SVK
Slovakia,2021-10-01,Moderna,482872,1586,SVK
Slovakia,2021-10-01,Oxford/AstraZeneca,842727,97,SVK
Slovakia,2021-10-01,Pfizer/BioNTech,3193874,20081,SVK
Slovenia,2021-10-01,Johnson&Johnson,135840,2722,SVN
Slovenia,2021-10-01,Moderna,190589,1168,SVN
Slovenia,2021-10-01,Oxford/AstraZeneca,323408,112,SVN
Slovenia,2021-10-01,Pfizer/BioNTech,1401802,31389,SVN
South Korea,2021-10-01,Johnson&Johnson,1461444,2678,KOR
South Korea,2021-10-01,Moderna,8168449,346297,KOR
South Korea,2021-10-01,Oxford/AstraZeneca,19851164,36737,KOR
South Korea,2021-10-01,Pfizer/BioNTech,35460018,711769,KOR
Spain,2021-10-01,Johnson&Johnson,1969894,3413,ESP
Spain,2021-10-01,Moderna,8938001,94882,ESP
Spain,2021-10-01,Oxford/AstraZeneca,9789029,2522,ESP
Spain,2021-10-01,Pfizer/BioNTech,49981662,398862,ESP
Sweden,2021-10-01,Moderna,1780278,40331,SWE
Sweden,2021-10-01,Pfizer/BioNTech,10415872,86843,SWE
Switzerland,2021-10-01,Moderna,6897345,20682,CHE
Switzerland,2021-10-01,Pfizer/BioNTech,3601439,12181,CHE
Ukraine,2021-10-01,Johnson&Johnson,20680,0,UKR
Ukraine,2021-10-01,Moderna,2133932,0,UKR
Ukraine,2021-10-01,Oxford/AstraZeneca,2243794,19068,UKR
Ukraine,2021-10-01,Pfizer/BioNTech,4902151,74007,UKR
Ukraine,2021-10-01,Sinovac,3575036,34995,UKR
United States,2021-10-01,Johnson&Johnson,15022960,22634,USA
United States,2021-10-01,Moderna,151622624,141010,USA
United States,2021-10-01,Pfizer/BioNTech,226714560,681259,USA
Uruguay,2021-10-01,Oxford/AstraZeneca,90936,3,URY
Uruguay,2021-10-01,Pfizer/BioNTech,1950799,2977,URY
Uruguay,2021-10-01,Sinovac,3247528,17,URY
Argentina,2021-10-02,CanSino,70234,1158,ARG
Argentina,2021-10-02,Moderna,3054364,5409,ARG
Argentina,2021-10-02,Oxford/AstraZeneca,17870028,101336,ARG
Argentina,2021-10-02,Pfizer/BioNTech,217943,8481,ARG
Argentina,2021-10-02,Sinopharm/Beijing,16711104,20370,ARG
Argentina,2021-10-02,Sputnik V,15649537,42353,ARG
Canada,2021-10-02,Moderna,13759859,117404,CAN
Canada,2021-10-02,Oxford/AstraZeneca,2795843,797,CAN
Canada,2021-10-02,Pfizer/BioNTech,39637282,447104,CAN
Chile,2021-10-02,Oxford/AstraZeneca,510823,37,CHL
Chile,2021-10-02,Pfizer/BioNTech,7311462,304,CHL
Chile,2021-10-02,Sinovac,20803754,5914,CHL
Czechia,2021-10-02,Johnson&Johnson,238735,343,CZE
Czechia,2021-10-02,Moderna,927181,72,CZE
Czechia,2021-10-02,Oxford/AstraZeneca,886453,1,CZE
Czechia,2021-10-02,Pfizer/BioNTech,9818447,1978,CZE
Czechia,2021-10-02,Sinovac,139,1,CZE
Ecuador,2021-10-02,CanSino,376088,411,ECU
Ecuador,2021-10-02,Oxford/AstraZeneca,2229958,755,ECU
Ecuador,2021-10-02,Pfizer/BioNTech,6143320,3391,ECU
Ecuador,2021-10-02,Sinovac,12232169,439,ECU
France,2021-10-02,Johnson&Johnson,1072644,219,FRA
France,2021-10-02,Moderna,10573918,27639,FRA
France,2021-10-02,Oxford/AstraZeneca,7829201,102,FRA
France,2021-10-02,Pfizer/BioNTech,76597683,110929,FRA
Germany,2021-10-02,Johnson&Johnson,3304987,2982,DEU
Germany,2021-10-02,Moderna,9674359,1956,DEU
Germany,2021-10-02,Oxford/AstraZeneca,12766530,38,DEU
Germany,2021-10-02,Pfizer/BioNTech,84257037,24161,DEU
Hong Kong,2021-10-02,Pfizer/BioNTech,5555079,14696,HKG
Hong Kong,2021-10-02,Sinovac,3160178,7967,HKG
Italy,2021-10-02,Johnson&Johnson,1486468,517,ITA
Italy,2021-10-02,Moderna,10785157,26981,ITA
Italy,2021-10-02,Oxford/AstraZeneca,12159286,394,ITA
Italy,2021-10-02,Pfizer/BioNTech,60901138,122616,ITA
Japan,2021-10-02,Moderna,28241547,255438,JPN
Japan,2021-10-02,Oxford/AstraZeneca,56607,958,JPN
Japan,2021-10-02,Pfizer/BioNTech,144008002,1125288,JPN
Latvia,2021-10-02,Johnson&Johnson,139335,2070,LVA
Latvia,2021-10-02,Moderna,247202,227,LVA
Latvia,2021-10-02,Oxford/AstraZeneca,261159,9,LVA
Latvia,2021-10-02,Pfizer/BioNTech,1003169,2380,LVA
Peru,2021-10-02,Oxford/AstraZeneca,1204329,27883,PER
Peru,2021-10-02,Pfizer/BioNTech,16003034,229730,PER
Peru,2021-10-02,Sinopharm/Beijing,11621289,320969,PER
Romania,2021-10-02,Johnson&Johnson,805446,8868,ROU
Romania,2021-10-02,Moderna,743539,1993,ROU
Romania,2021-10-02,Oxford/AstraZeneca,848212,55,ROU
Romania,2021-10-02,Pfizer/BioNTech,7943844,34649,ROU
South Korea,2021-10-02,Johnson&Johnson,1463391,1947,KOR
South Korea,2021-10-02,Moderna,8359357,190908,KOR
South Korea,2021-10-02,Oxford/AstraZeneca,19853890,2726,KOR
South Korea,2021-10-02,Pfizer/BioNTech,35795449,335431,KOR
Switzerland,2021-10-02,Moderna,6905872,8527,CHE
Switzerland,2021-10-02,Pfizer/BioNTech,3610592,9153,CHE
Ukraine,2021-10-02,Johnson&Johnson,20680,0,UKR
Ukraine,2021-10-02,Moderna,2133932,0,UKR
Ukraine,2021-10-02,Oxford/AstraZeneca,2252214,8420,UKR
Ukraine,2021-10-02,Pfizer/BioNTech,4934011,31860,UKR
Ukraine,2021-10-02,Sinovac,3587746,12710,UKR
United States,2021-10-02,Johnson&Johnson,15047364,24404,USA
United States,2021-10-02,Moderna,151796711,174087,USA
United States,2021-10-02,Pfizer/BioNTech,227447588,733028,USA
Uruguay,2021-10-02,Oxford/AstraZeneca,90945,9,URY
Uruguay,2021-10-02,Pfizer/BioNTech,1951059,260,URY
Uruguay,2021-10-02,Sinovac,3247530,2,URY
Argentina,2021-10-03,CanSino,70401,167,ARG
Argentina,2021-10-03,Moderna,3057820,3456,ARG
Argentina,2021-10-03,Oxford/AstraZeneca,17936404,66376,ARG
Argentina,2021-10-03,Pfizer/BioNTech,224101,6158,ARG
Argentina,2021-10-03,Sinopharm/Beijing,16718378,7274,ARG
Argentina,2021-10-03,Sputnik V,15674664,25127,ARG
Chile,2021-10-03,Oxford/AstraZeneca,510831,8,CHL
Chile,2021-10-03,Pfizer/BioNTech,7311637,175,CHL
Chile,2021-10-03,Sinovac,20804047,293,CHL
Czechia,2021-10-03,Johnson&Johnson,239036,301,CZE
Czechia,2021-10-03,Moderna,927199,18,CZE
Czechia,2021-10-03,Oxford/AstraZeneca,886456,3,CZE
Czechia,2021-10-03,Pfizer/BioNTech,9819513,1066,CZE
Ecuador,2021-10-03,CanSino,376261,173,ECU
Ecuador,2021-10-03,Oxford/AstraZeneca,2230202,244,ECU
Ecuador,2021-10-03,Pfizer/BioNTech,6144321,1001,ECU
Ecuador,2021-10-03,Sinovac,12232363,194,ECU
France,2021-10-03,Johnson&Johnson,1072730,86,FRA
France,2021-10-03,Moderna,10577172,3254,FRA
France,2021-10-03,Oxford/AstraZeneca,7829239,38,FRA
France,2021-10-03,Pfizer/BioNTech,76612625,14942,FRA
Germany,2021-10-03,Johnson&Johnson,3305783,796,DEU
Germany,2021-10-03,Moderna,9675111,752,DEU
Germany,2021-10-03,Oxford/AstraZeneca,12766532,2,DEU
Germany,2021-10-03,Pfizer/BioNTech,84263972,6935,DEU
Hong Kong,2021-10-03,Pfizer/BioNTech,5564697,9618,HKG
Hong Kong,2021-10-03,Sinovac,3163314,3136,HKG
Italy,2021-10-03,Johnson&Johnson,1486748,280,ITA
Italy,2021-10-03,Moderna,10799463,14306,ITA
Italy,2021-10-03,Oxford/AstraZeneca,12159507,221,ITA
Italy,2021-10-03,Pfizer/BioNTech,60972513,71375,ITA
Japan,2021-10-03,Moderna,28468446,226899,JPN
Japan,2021-10-03,Oxford/AstraZeneca,57161,554,JPN
Japan,2021-10-03,Pfizer/BioNTech,144860413,852411,JPN
Latvia,2021-10-03,Johnson&Johnson,140305,970,LVA
Latvia,2021-10-03,Moderna,247326,124,LVA
Latvia,2021-10-03,Pfizer/BioNTech,1004144,975,LVA
Peru,2021-10-03,Oxford/AstraZeneca,1226093,21764,PER
Peru,2021-10-03,Pfizer/BioNTech,16178416,175382,PER
Peru,2021-10-03,Sinopharm/Beijing,11910759,289470,PER
Romania,2021-10-03,Johnson&Johnson,811782,6336,ROU
Romania,2021-10-03,Moderna,744753,1214,ROU
Romania,2021-10-03,Oxford/AstraZeneca,848232,20,ROU
Romania,2021-10-03,Pfizer/BioNTech,7966761,22917,ROU
South Korea,2021-10-03,Johnson&Johnson,1463487,96,KOR
South Korea,2021-10-03,Moderna,8370293,10936,KOR
South Korea,2021-10-03,Oxford/AstraZeneca,19854098,208,KOR
South Korea,2021-10-03,Pfizer/BioNTech,35821445,25996,KOR
Switzerland,2021-10-03,Moderna,6907147,1275,CHE
Switzerland,2021-10-03,Pfizer/BioNTech,3612728,2136,CHE
Ukraine,2021-10-03,Johnson&Johnson,20680,0,UKR
Ukraine,2021-10-03,Moderna,2133932,0,UKR
Ukraine,2021-10-03,Oxford/AstraZeneca,2258225,6011,UKR
Ukraine,2021-10-03,Pfizer/BioNTech,4954764,20753,UKR
Ukraine,2021-10-03,Sinovac,3594906,7160,UKR
United States,2021-10-03,Johnson&Johnson,15065673,18309,USA
United States,2021-10-03,Moderna,151965988,169277,USA
United States,2021-10-03,Pfizer/BioNTech,228504095,1056507,USA
Uruguay,2021-10-03,Pfizer/BioNTech,1951225,166,URY
Argentina,2021-10-04,CanSino,73170,2769,ARG
Argentina,2021-10-04,Moderna,3071411,13591,ARG
Argentina,2021-10-04,Oxford/AstraZeneca,17995521,59117,ARG
Argentina,2021-10-04,Pfizer/BioNTech,240137,16036,ARG
Argentina,2021-10-04,Sinopharm/Beijing,16801656,83278,ARG
Argentina,2021-10-04,Sputnik V,15730028,55364,ARG
Chile,2021-10-04,Oxford/AstraZeneca,512427,1596,CHL
Chile,2021-10-04,Pfizer/BioNTech,7317698,6061,CHL
Chile,2021-10-04,Sinovac,20895449,91402,CHL
Czechia,2021-10-04,Johnson&Johnson,239867,831,CZE
Czechia,2021-10-04,Moderna,928109,910,CZE
Czechia,2021-10-04,Oxford/AstraZeneca,886477,21,CZE
Czechia,2021-10-04,Pfizer/BioNTech,9827331,7818,CZE
Czechia,2021-10-04,Sinopharm/Beijing,31,1,CZE
Czechia,2021-10-04,Sinovac,140,1,CZE
Ecuador,2021-10-04,CanSino,378922,2661,ECU
Ecuador,2021-10-04,Oxford/AstraZeneca,2235879,5677,ECU
Ecuador,2021-10-04,Pfizer/BioNTech,6169102,24781,ECU
Ecuador,2021-10-04,Sinovac,12238124,5761,ECU
France,2021-10-04,Johnson&Johnson,1073110,380,FRA
France,2021-10-04,Moderna,10602413,25241,FRA
France,2021-10-04,Oxford/AstraZeneca,7829434,195,FRA
France,2021-10-04,Pfizer/BioNTech,76733173,120548,FRA
Germany,2021-10-04,Johnson&Johnson,3310985,5202,DEU
Germany,2021-10-04,Moderna,9678726,3615,DEU
Germany,2021-10-04,Oxford/AstraZeneca,12766725,193,DEU
Germany,2021-10-04,Pfizer/BioNTech,84351373,87401,DEU
Hong Kong,2021-10-04,Pfizer/BioNTech,5573759,9062,HKG
Hong Kong,2021-10-04,Sinovac,3171964,8650,HKG
Italy,2021-10-04,Johnson&Johnson,1487207,459,ITA
Italy,2021-10-04,Moderna,10826335,26872,ITA
Italy,2021-10-04,Oxford/AstraZeneca,12159934,427,ITA
Italy,2021-10-04,Pfizer/BioNTech,61120319,147806,ITA
Japan,2021-10-04,Moderna,28638663,170217,JPN
Japan,2021-10-04,Oxford/AstraZeneca,57432,271,JPN
Japan,2021-10-04,Pfizer/BioNTech,145554738,694325,JPN
Latvia,2021-10-04,Johnson&Johnson,142103,1798,LVA
Latvia,2021-10-04,Moderna,247619,293,LVA
Latvia,2021-10-04,Pfizer/BioNTech,1007742,3598,LVA
Peru,2021-10-04,Oxford/AstraZeneca,1242471,16378,PER
Peru,2021-10-04,Pfizer/BioNTech,16279985,101569,PER
Peru,2021-10-04,Sinopharm/Beijing,12060201,149442,PER
Romania,2021-10-04,Johnson&Johnson,822525,10743,ROU
Romania,2021-10-04,Moderna,746481,1728,ROU
Romania,2021-10-04,Oxford/AstraZeneca,848265,33,ROU
Romania,2021-10-04,Pfizer/BioNTech,8007154,40393,ROU
South Korea,2021-10-04,Johnson&Johnson,1463738,251,KOR
South Korea,2021-10-04,Moderna,8398199,27906,KOR
South Korea,2021-10-04,Oxford/AstraZeneca,19874209,20111,KOR
South Korea,2021-10-04,Pfizer/BioNTech,36009677,188232,KOR
Switzerland,2021-10-04,Moderna,6921671,14524,CHE
Switzerland,2021-10-04,Pfizer/BioNTech,3623293,10565,CHE
Ukraine,2021-10-04,Johnson&Johnson,20680,0,UKR
Ukraine,2021-10-04,Moderna,2133932,0,UKR
Ukraine,2021-10-04,Oxford/AstraZeneca,2273681,15456,UKR
Ukraine,2021-10-04,Pfizer/BioNTech,5010159,55395,UKR
Ukraine,2021-10-04,Sinovac,3624386,29480,UKR
United States,2021-10-04,Johnson&Johnson,15073515,7842,USA
United States,2021-10-04,Moderna,152089746,123758,USA
United States,2021-10-04,Pfizer/BioNTech,229356695,852600,USA
Uruguay,2021-10-04,Oxford/AstraZeneca,90946,1,URY
Uruguay,2021-10-04,Pfizer/BioNTech,1962081,10856,URY
Uruguay,2021-10-04,Sinovac,3247543,13,URY
Argentina,2021-10-05,CanSino,76811,3641,ARG
Argentina,2021-10-05,Moderna,3087666,16255,ARG
Argentina,2021-10-05,Oxford/AstraZeneca,18059692,64171,ARG
Argentina,2021-10-05,Pfizer/BioNTech,303803,63666,ARG
Argentina,2021-10-05,Sinopharm/Beijing,16841050,39394,ARG
Argentina,2021-10-05,Sputnik V,15809751,79723,ARG
Chile,2021-10-05,Oxford/AstraZeneca,513793,1366,CHL
Chile,2021-10-05,Pfizer/BioNTech,7323371,5673,CHL
Chile,2021-10-05,Sinovac,20981041,85592,CHL
Czechia,2021-10-05,Johnson&Johnson,240843,976,CZE
Czechia,2021-10-05,Moderna,928910,801,CZE
Czechia,2021-10-05,Oxford/AstraZeneca,886507,30,CZE
Czechia,2021-10-05,Pfizer/BioNTech,9834959,7628,CZE
Czechia,2021-10-05,Sinopharm/Beijing,32,1,CZE
Ecuador,2021-10-05,CanSino,381651,2729,ECU
Ecuador,2021-10-05,Oxford/AstraZeneca,2241450,5571,ECU
Ecuador,2021-10-05,Pfizer/BioNTech,6199784,30682,ECU
Ecuador,2021-10-05,Sinovac,12243518,5394,ECU
France,2021-10-05,Johnson&Johnson,1073416,306,FRA
France,2021-10-05,Moderna,10645154,42741,FRA
France,2021-10-05,Oxford/AstraZeneca,7829612,178,FRA
France,2021-10-05,Pfizer/BioNTech,76849353,116180,FRA
Germany,2021-10-05,Johnson&Johnson,3317389,6404,DEU
Germany,2021-10-05,Moderna,9682549,3823,DEU
Germany,2021-10-05,Oxford/AstraZeneca,12767004,279,DEU
Germany,2021-10-05,Pfizer/BioNTech,84561129,209756,DEU
Hong Kong,2021-10-05,Pfizer/BioNTech,5580436,6677,HKG
Hong Kong,2021-10-05,Sinovac,3179312,7348,HKG
Italy,2021-10-05,Johnson&Johnson,1487737,530,ITA
Italy,2021-10-05,Moderna,10853799,27464,ITA
Italy,2021-10-05,Oxford/AstraZeneca,12160300,366,ITA
Italy,2021-10-05,Pfizer/BioNTech,61258326,138007,ITA
Japan,2021-10-05,Moderna,28808506,169843,JPN
Japan,2021-10-05,Oxford/AstraZeneca,57778,346,JPN
Japan,2021-10-05,Pfizer/BioNTech,146287798,733060,JPN
Latvia,2021-10-05,Johnson&Johnson,144328,2225,LVA
Latvia,2021-10-05,Moderna,248105,486,LVA
Latvia,2021-10-05,Pfizer/BioNTech,1012283,4541,LVA
Peru,2021-10-05,Oxford/AstraZeneca,1254370,11899,PER
Peru,2021-10-05,Pfizer/BioNTech,16403501,123516,PER
Peru,2021-10-05,Sinopharm/Beijing,12222714,162513,PER
Romania,2021-10-05,Johnson&Johnson,836391,13866,ROU
Romania,2021-10-05,Moderna,748272,1791,ROU
Romania,2021-10-05,Oxford/AstraZeneca,848310,45,ROU
Romania,2021-10-05,Pfizer/BioNTech,8051932,44778,ROU
South Korea,2021-10-05,Johnson&Johnson,1466545,2807,KOR
South Korea,2021-10-05,Moderna,8456967,58768,KOR
South Korea,2021-10-05,Oxford/AstraZeneca,19929837,55628,KOR
South Korea,2021-10-05,Pfizer/BioNTech,36702882,693205,KOR
Switzerland,2021-10-05,Johnson&Johnson,19,1,CHE
Switzerland,2021-10-05,Moderna,6937152,15481,CHE
Switzerland,2021-10-05,Pfizer/BioNTech,3632477,9184,CHE
Ukraine,2021-10-05,Johnson&Johnson,20680,0,UKR
Ukraine,2021-10-05,Moderna,2133932,0,UKR
Ukraine,2021-10-05,Oxford/AstraZeneca,2293426,19745,UKR
Ukraine,2021-10-05,Pfizer/BioNTech,5072902,62743,UKR
Ukraine,2021-10-05,Sinovac,3659132,34746,UKR
United States,2021-10-05,Johnson&Johnson,15087687,14172,USA
United States,2021-10-05,Moderna,152207170,117424,USA
United States,2021-10-05,Pfizer/BioNTech,230023148,666453,USA
Uruguay,2021-10-05,Oxford/AstraZeneca,90948,2,URY
Uruguay,2021-10-05,Pfizer/BioNTech,1966629,4548,URY
Uruguay,2021-10-05,Sinovac,3247551,8,URY
Argentina,2021-10-06,CanSino,80738,3927,ARG
Argentina,2021-10-06,Moderna,3099266,11600,ARG
Argentina,2021-10-06,Oxford/AstraZeneca,18144067,84375,ARG
Argentina,2021-10-06,Pfizer/BioNTech,328038,24235,ARG
Argentina,2021-10-06,Sinopharm/Beijing,16881329,40279,ARG
Argentina,2021-10-06,Sputnik V,15893112,83361,ARG
Chile,2021-10-06,Oxford/AstraZeneca,514502,709,CHL
Chile,2021-10-06,Pfizer/BioNTech,7328821,5450,CHL
Chile,2021-10-06,Sinovac,21051697,70656,CHL
Czechia,2021-10-06,Johnson&Johnson,241793,950,CZE
Czechia,2021-10-06,Moderna,929764,854,CZE
Czechia,2021-10-06,Oxford/AstraZeneca,886540,33,CZE
Czechia,2021-10-06,Pfizer/BioNTech,9843521,8562,CZE
Czechia,2021-10-06,Sinovac,142,2,CZE
Ecuador,2021-10-06,CanSino,384191,2540,ECU
Ecuador,2021-10-06,Oxford/AstraZeneca,2246887,5437,ECU
Ecuador,2021-10-06,Pfizer/BioNTech,6233463,33679,ECU
Ecuador,2021-10-06,Sinovac,12248320,4802,ECU
France,2021-10-06,Johnson&Johnson,1073686,270,FRA
France,2021-10-06,Moderna,10678935,33781,FRA
France,2021-10-06,Oxford/AstraZeneca,7829799,187,FRA
France,2021-10-06,Pfizer/BioNTech,77002968,153615,FRA
Germany,2021-10-06,Johnson&Johnson,3324048,6659,DEU
Germany,2021-10-06,Moderna,9686868,4319,DEU
Germany,2021-10-06,Oxford/AstraZeneca,12767202,198,DEU
Germany,2021-10-06,Pfizer/BioNTech,84783622,222493,DEU
Hong Kong,2021-10-06,Pfizer/BioNTech,5586694,6258,HKG
Hong Kong,2021-10-06,Sinovac,3185624,6312,HKG
Italy,2021-10-06,Johnson&Johnson,1488273,536,ITA
Italy,2021-10-06,Moderna,10880573,26774,ITA
Italy,2021-10-06,Oxford/AstraZeneca,12160635,335,ITA
Italy,2021-10-06,Pfizer/BioNTech,61390145,131819,ITA
Japan,2021-10-06,Moderna,28981089,172583,JPN
Japan,2021-10-06,Oxford/AstraZeneca,58137,359,JPN
Japan,2021-10-06,Pfizer/BioNTech,146988639,700841,JPN
Latvia,2021-10-06,Johnson&Johnson,146663,2335,LVA
Latvia,2021-10-06,Moderna,248635,530,LVA
Latvia,2021-10-06,Pfizer/BioNTech,1017696,5413,LVA
Peru,2021-10-06,Oxford/AstraZeneca,1269979,15609,PER
Peru,2021-10-06,Pfizer/BioNTech,16504061,100560,PER
Peru,2021-10-06,Sinopharm/Beijing,12389583,166869,PER
Romania,2021-10-06,Johnson&Johnson,849085,12694,ROU
Romania,2021-10-06,Moderna,749802,1530,ROU
Romania,2021-10-06,Oxford/AstraZeneca,848330,20,ROU
Romania,2021-10-06,Pfizer/BioNTech,8093599,41667,ROU
South Korea,2021-10-06,Johnson&Johnson,1469371,2826,KOR
South Korea,2021-10-06,Moderna,8501744,44777,KOR
South Korea,2021-10-06,Oxford/AstraZeneca,19963423,33586,KOR
South Korea,2021-10-06,Pfizer/BioNTech,37168576,465694,KOR
Switzerland,2021-10-06,Johnson&Johnson,205,186,CHE
Switzerland,2021-10-06,Moderna,6952899,15747,CHE
Switzerland,2021-10-06,Pfizer/BioNTech,3646298,13821,CHE
Ukraine,2021-10-06,Johnson&Johnson,20680,0,UKR
Ukraine,2021-10-06,Moderna,2133932,0,UKR
Ukraine,2021-10-06,Oxford/AstraZeneca,2311554,18128,UKR
Ukraine,2021-10-06,Pfizer/BioNTech,5140334,67432,UKR
Ukraine,2021-10-06,Sinovac,3695870,36738,UKR
United States,2021-10-06,Johnson&Johnson,15107206,19519,USA
United States,2021-10-06,Moderna,152371218,164048,USA
United States,2021-10-06,Pfizer/BioNTech,230795097,771949,USA
Uruguay,2021-10-06,Oxford/AstraZeneca,90952,4,URY
Uruguay,2021-10-06,Pfizer/BioNTech,1971617,4988,URY
Uruguay,2021-10-06,Sinovac,3247568,17,URY
Argentina,2021-10-07,CanSino,83434,2696,ARG
Argentina,2021-10-07,Moderna,3129518,30252,ARG
Argentina,2021-10-07,Oxford/AstraZeneca,18244132,100065,ARG
Argentina,2021-10-07,Pfizer/BioNTech,372619,44581,ARG
Argentina,2021-10-07,Sinopharm/Beijing,16917523,36194,ARG
Argentina,2021-10-07,Sputnik V,15944211,51099,ARG
Chile,2021-10-07,Oxford/AstraZeneca,515099,597,CHL
